Date,Close
6/28/2010 16:00:00,306.06
6/29/2010 16:00:00,302.9
6/30/2010 16:00:00,307.25
7/1/2010 16:00:00,307
7/2/2010 16:00:00,305.38
7/6/2010 16:00:00,306.48
7/7/2010 16:00:00,308.87
7/8/2010 16:00:00,311.08
7/9/2010 16:00:00,309.49
7/12/2010 16:00:00,310.14
7/13/2010 16:00:00,314.03
7/14/2010 16:00:00,318.77
7/15/2010 16:00:00,319.37
7/16/2010 16:00:00,319.54
7/19/2010 16:00:00,322.18
7/20/2010 16:00:00,322.52
7/21/2010 16:00:00,323.98
7/22/2010 16:00:00,322.18
7/23/2010 16:00:00,323.29
7/27/2010 16:00:00,320.56
7/28/2010 16:00:00,321.5
7/29/2010 16:00:00,319.03
7/30/2010 16:00:00,322.87
8/2/2010 16:00:00,322.27
8/3/2010 16:00:00,321.59
8/4/2010 16:00:00,326.88
8/5/2010 16:00:00,328.58
8/6/2010 16:00:00,325.94
8/9/2010 16:00:00,325.85
8/10/2010 16:00:00,325.34
8/11/2010 16:00:00,325.43
8/12/2010 16:00:00,325.26
8/13/2010 16:00:00,324.49
8/16/2010 16:00:00,328.24
8/17/2010 16:00:00,327.47
8/18/2010 16:00:00,332.68
8/19/2010 16:00:00,338.48
8/20/2010 16:00:00,338.74
8/23/2010 16:00:00,340.44
8/24/2010 16:00:00,339.42
8/25/2010 16:00:00,336.77
8/26/2010 16:00:00,336.26
8/27/2010 16:00:00,334.81
8/30/2010 16:00:00,334.64
8/31/2010 16:00:00,332
9/1/2010 16:00:00,333.62
9/2/2010 16:00:00,336.01
9/3/2010 16:00:00,336.01
9/7/2010 16:00:00,328.84
9/8/2010 16:00:00,333.58
9/9/2010 16:00:00,334.47
9/10/2010 16:00:00,337.36
9/13/2010 16:00:00,340.58
9/14/2010 16:00:00,344.03
9/15/2010 16:00:00,343.94
9/16/2010 16:00:00,346.25
9/17/2010 16:00:00,347.95
9/20/2010 16:00:00,343.35
9/21/2010 16:00:00,341.47
9/22/2010 16:00:00,335.15
9/23/2010 16:00:00,335.32
9/24/2010 16:00:00,334.9
9/27/2010 16:00:00,338.91
9/28/2010 16:00:00,338.91
9/29/2010 16:00:00,336.43
9/30/2010 16:00:00,339.93
10/1/2010 16:00:00,335.67
10/4/2010 16:00:00,332.08
10/5/2010 16:00:00,333.36
10/7/2010 16:00:00,331.4
10/8/2010 16:00:00,337.46
10/11/2010 16:00:00,337.03
10/12/2010 16:00:00,338.91
10/13/2010 16:00:00,336.09
10/14/2010 16:00:00,335.41
10/15/2010 16:00:00,341.72
10/18/2010 16:00:00,343.77
10/19/2010 16:00:00,344.54
10/20/2010 16:00:00,346.84
10/21/2010 16:00:00,345.56
10/22/2010 16:00:00,347.1
10/25/2010 16:00:00,343.52
10/26/2010 16:00:00,341.64
10/27/2010 16:00:00,341.3
10/28/2010 16:00:00,338.82
10/29/2010 16:00:00,337.29
11/1/2010 16:00:00,334.98
11/2/2010 16:00:00,335.32
11/3/2010 16:00:00,333.45
11/4/2010 16:00:00,333.28
11/5/2010 16:00:00,335.84
11/8/2010 16:00:00,341.23
11/9/2010 16:00:00,343.19
11/10/2010 16:00:00,349.15
11/11/2010 16:00:00,351.11
11/12/2010 16:00:00,347.1
11/15/2010 16:00:00,350.94
11/16/2010 16:00:00,348.46
11/17/2010 16:00:00,350.17
11/18/2010 16:00:00,356.66
11/19/2010 16:00:00,358.45
11/22/2010 16:00:00,357
11/23/2010 16:00:00,359.13
11/24/2010 16:00:00,360.41
11/26/2010 16:00:00,362.54
11/29/2010 16:00:00,361.01
11/30/2010 16:00:00,363.05
12/1/2010 16:00:00,364.42
12/2/2010 16:00:00,363.4
12/3/2010 16:00:00,363.05
12/6/2010 16:00:00,363.23
12/7/2010 16:00:00,356.83
12/8/2010 16:00:00,357.08
12/9/2010 16:00:00,357.08
12/10/2010 16:00:00,354.78
12/13/2010 16:00:00,358.19
12/14/2010 16:00:00,356.74
12/15/2010 16:00:00,354.61
12/16/2010 16:00:00,353.33
12/17/2010 16:00:00,356.66
12/20/2010 16:00:00,359.13
12/21/2010 16:00:00,361.09
12/22/2010 16:00:00,367.06
12/23/2010 16:00:00,367.15
12/27/2010 16:00:00,368.43
12/28/2010 16:00:00,367.92
12/29/2010 16:00:00,369.45
12/30/2010 16:00:00,366.3
12/31/2010 16:00:00,369.8
1/3/2011 16:00:00,365.1
1/4/2011 16:00:00,362.37
1/5/2011 16:00:00,363.91
1/6/2011 16:00:00,364.25
1/7/2011 16:00:00,365.9
1/10/2011 16:00:00,371.16
1/11/2011 16:00:00,378.99
1/12/2011 16:00:00,388.05
1/13/2011 16:00:00,390.61
1/14/2011 16:00:00,388.23
1/18/2011 16:00:00,388.23
1/19/2011 16:00:00,386.35
1/20/2011 16:00:00,387.2
1/21/2011 16:00:00,384.56
1/24/2011 16:00:00,381.14
1/25/2011 16:00:00,379.35
1/26/2011 16:00:00,383.19
1/27/2011 16:00:00,382.85
1/28/2011 16:00:00,384.9
1/31/2011 16:00:00,389.25
2/1/2011 16:00:00,391.3
2/2/2011 16:00:00,387.46
2/3/2011 16:00:00,386.35
2/4/2011 16:00:00,386.86
2/7/2011 16:00:00,381.4
2/8/2011 16:00:00,379.69
2/9/2011 16:00:00,379.78
2/10/2011 16:00:00,385.92
2/11/2011 16:00:00,386.01
2/14/2011 16:00:00,388.65
2/15/2011 16:00:00,388.31
2/16/2011 16:00:00,389.68
2/17/2011 16:00:00,392.83
2/18/2011 16:00:00,393
2/22/2011 16:00:00,387.88
2/23/2011 16:00:00,388.99
2/24/2011 16:00:00,387.88
2/25/2011 16:00:00,389.42
2/28/2011 16:00:00,385.32
3/1/2011 16:00:00,380.2
3/2/2011 16:00:00,382.94
3/3/2011 16:00:00,389.76
3/4/2011 16:00:00,389.25
3/7/2011 16:00:00,388.67
3/8/2011 16:00:00,393.31
3/9/2011 16:00:00,400.96
3/10/2011 16:00:00,399.62
3/11/2011 16:00:00,399.15
3/14/2011 16:00:00,398.12
3/15/2011 16:00:00,387.88
3/16/2011 16:00:00,377.64
3/17/2011 16:00:00,381.48
3/18/2011 16:00:00,382.17
3/21/2011 16:00:00,387.97
3/22/2011 16:00:00,388.57
3/23/2011 16:00:00,386.86
3/24/2011 16:00:00,391.72
3/25/2011 16:00:00,401.88
3/28/2011 16:00:00,399.23
3/29/2011 16:00:00,402.39
3/30/2011 16:00:00,408.11
3/31/2011 16:00:00,412.88
4/1/2011 16:00:00,413.82
4/4/2011 16:00:00,412.63
4/5/2011 16:00:00,409.56
4/6/2011 16:00:00,403.58
4/7/2011 16:00:00,401.54
4/8/2011 16:00:00,399.15
4/11/2011 16:00:00,398.98
4/12/2011 16:00:00,394.54
4/13/2011 16:00:00,395.14
4/14/2011 16:00:00,397.61
4/15/2011 16:00:00,393.52
4/18/2011 16:00:00,395.22
4/19/2011 16:00:00,399.91
4/20/2011 16:00:00,397.61
4/21/2011 16:00:00,393.26
4/25/2011 16:00:00,384.98
4/26/2011 16:00:00,383.28
4/27/2011 16:00:00,387.54
4/28/2011 16:00:00,386.26
4/29/2011 16:00:00,386.86
5/2/2011 16:00:00,382.08
5/3/2011 16:00:00,377.47
5/4/2011 16:00:00,378.07
5/5/2011 16:00:00,372.61
5/6/2011 16:00:00,376.09
5/9/2011 16:00:00,374.57
5/10/2011 16:00:00,375.78
5/11/2011 16:00:00,376.55
5/12/2011 16:00:00,380.29
5/13/2011 16:00:00,377.3
5/16/2011 16:00:00,374.57
5/17/2011 16:00:00,373.04
5/18/2011 16:00:00,372.87
5/19/2011 16:00:00,368.34
5/20/2011 16:00:00,365.53
5/23/2011 16:00:00,355.29
5/24/2011 16:00:00,354.61
5/25/2011 16:00:00,359.13
5/26/2011 16:00:00,356.91
5/27/2011 16:00:00,358.53
5/31/2011 16:00:00,359.64
6/1/2011 16:00:00,354.69
6/2/2011 16:00:00,353.84
6/3/2011 16:00:00,358.7
6/6/2011 16:00:00,352.64
6/7/2011 16:00:00,356.48
6/8/2011 16:00:00,356.83
6/9/2011 16:00:00,359.81
6/10/2011 16:00:00,353.16
6/13/2011 16:00:00,355.03
6/14/2011 16:00:00,359.56
6/15/2011 16:00:00,357.85
6/16/2011 16:00:00,368.09
6/17/2011 16:00:00,376.11
6/20/2011 16:00:00,382.17
6/21/2011 16:00:00,386.18
6/22/2011 16:00:00,381.23
6/23/2011 16:00:00,384.73
6/24/2011 16:00:00,387.37
6/27/2011 16:00:00,380.12
6/28/2011 16:00:00,381.4
6/29/2011 16:00:00,380.8
6/30/2011 16:00:00,378.41
7/1/2011 16:00:00,385.15
7/5/2011 16:00:00,386.86
7/6/2011 16:00:00,385.49
7/7/2011 16:00:00,391.55
7/8/2011 16:00:00,395.09
7/11/2011 16:00:00,399.59
7/12/2011 16:00:00,401.3
7/13/2011 16:00:00,404.78
7/14/2011 16:00:00,400
7/15/2011 16:00:00,398.81
7/18/2011 16:00:00,395.39
7/19/2011 16:00:00,397.18
7/20/2011 16:00:00,393.52
7/21/2011 16:00:00,393.86
7/22/2011 16:00:00,393.86
7/25/2011 16:00:00,392.15
7/26/2011 16:00:00,396.42
7/27/2011 16:00:00,394.03
7/28/2011 16:00:00,396.42
7/29/2011 16:00:00,400.43
8/1/2011 16:00:00,402.05
8/2/2011 16:00:00,402.9
8/3/2011 16:00:00,403.67
8/4/2011 16:00:00,401.62
8/5/2011 16:00:00,404.78
8/8/2011 16:00:00,401.37
8/9/2011 16:00:00,402.13
8/10/2011 16:00:00,400.85
8/11/2011 16:00:00,407.94
8/15/2011 16:00:00,409.73
8/16/2011 16:00:00,410.15
8/17/2011 16:00:00,400.68
8/18/2011 16:00:00,393
8/19/2011 16:00:00,394.8
8/22/2011 16:00:00,394.88
8/23/2011 16:00:00,392.66
8/24/2011 16:00:00,388.82
8/25/2011 16:00:00,389.42
8/26/2011 16:00:00,393.17
8/29/2011 16:00:00,391.13
8/30/2011 16:00:00,390.87
8/31/2011 16:00:00,389.16
9/1/2011 16:00:00,387.71
9/2/2011 16:00:00,391.81
9/6/2011 16:00:00,399.23
9/7/2011 16:00:00,401.54
9/8/2011 16:00:00,405.7
9/9/2011 16:00:00,403.99
9/12/2011 16:00:00,406.13
9/13/2011 16:00:00,408.6
9/14/2011 16:00:00,412.63
9/15/2011 16:00:00,407.59
9/16/2011 16:00:00,405.97
9/19/2011 16:00:00,402.56
9/20/2011 16:00:00,406.06
9/21/2011 16:00:00,405.63
9/22/2011 16:00:00,395.48
9/23/2011 16:00:00,398.38
9/26/2011 16:00:00,408.62
9/27/2011 16:00:00,411.77
9/28/2011 16:00:00,412.46
9/29/2011 16:00:00,413.82
9/30/2011 16:00:00,418.6
10/3/2011 16:00:00,420.9
10/4/2011 16:00:00,414.85
10/5/2011 16:00:00,418.6
10/6/2011 16:00:00,417.75
10/7/2011 16:00:00,415.87
10/10/2011 16:00:00,410.75
10/11/2011 16:00:00,415.1
10/12/2011 16:00:00,413.74
10/13/2011 16:00:00,419.28
10/14/2011 16:00:00,420.48
10/17/2011 16:00:00,422.01
10/18/2011 16:00:00,420.9
10/19/2011 16:00:00,419.62
10/20/2011 16:00:00,415.7
10/21/2011 16:00:00,416.89
10/24/2011 16:00:00,419.37
10/25/2011 16:00:00,416.3
10/26/2011 16:00:00,411.01
10/27/2011 16:00:00,409.21
10/28/2011 16:00:00,406.31
10/31/2011 16:00:00,404.78
11/1/2011 16:00:00,415.02
11/2/2011 16:00:00,416.38
11/3/2011 16:00:00,424.91
11/4/2011 16:00:00,424.91
11/7/2011 16:00:00,422.44
11/8/2011 16:00:00,421.74
11/9/2011 16:00:00,422.22
11/10/2011 16:00:00,420.61
11/11/2011 16:00:00,418.86
11/14/2011 16:00:00,417.15
11/15/2011 16:00:00,423.38
11/16/2011 16:00:00,424.23
11/17/2011 16:00:00,421.84
11/18/2011 16:00:00,415.61
11/21/2011 16:00:00,415.7
11/22/2011 16:00:00,420.82
11/23/2011 16:00:00,418.94
11/25/2011 16:00:00,417.41
11/28/2011 16:00:00,418.26
11/29/2011 16:00:00,417.92
11/30/2011 16:00:00,421.84
12/1/2011 16:00:00,422.27
12/2/2011 16:00:00,420.65
12/5/2011 16:00:00,410.41
12/6/2011 16:00:00,408.02
12/7/2011 16:00:00,408.79
12/8/2011 16:00:00,408.19
12/9/2011 16:00:00,404.27
12/12/2011 16:00:00,404.95
12/13/2011 16:00:00,404.95
12/14/2011 16:00:00,405.38
12/15/2011 16:00:00,406.66
12/16/2011 16:00:00,404.44
12/19/2011 16:00:00,414.68
12/20/2011 16:00:00,411.77
12/21/2011 16:00:00,411.09
12/22/2011 16:00:00,421.33
12/23/2011 16:00:00,424.32
12/27/2011 16:00:00,420.48
12/28/2011 16:00:00,420.31
12/29/2011 16:00:00,417.58
12/30/2011 16:00:00,414.5
1/3/2012 16:00:00,414.85
1/4/2012 16:00:00,415.1
1/5/2012 16:00:00,412.8
1/6/2012 16:00:00,410.67
1/9/2012 16:00:00,412.39
1/10/2012 16:00:00,419.45
1/11/2012 16:00:00,422.22
1/12/2012 16:00:00,424.74
1/13/2012 16:00:00,431.4
1/17/2012 16:00:00,432.76
1/18/2012 16:00:00,432.25
1/19/2012 16:00:00,436.6
1/20/2012 16:00:00,435.92
1/23/2012 16:00:00,437.46
1/24/2012 16:00:00,440.87
1/25/2012 16:00:00,440.87
1/26/2012 16:00:00,437.03
1/27/2012 16:00:00,438.4
1/30/2012 16:00:00,436.01
1/31/2012 16:00:00,438.82
2/1/2012 16:00:00,441.04
2/2/2012 16:00:00,439.93
2/3/2012 16:00:00,434.81
2/6/2012 16:00:00,435.15
2/7/2012 16:00:00,438.82
2/8/2012 16:00:00,439.59
2/9/2012 16:00:00,437.54
2/10/2012 16:00:00,432.76
2/13/2012 16:00:00,437.29
2/14/2012 16:00:00,441.13
2/15/2012 16:00:00,439.93
2/16/2012 16:00:00,442.49
2/17/2012 16:00:00,446.76
2/21/2012 16:00:00,447.53
2/22/2012 16:00:00,447.61
2/23/2012 16:00:00,442.58
2/24/2012 16:00:00,441.98
2/27/2012 16:00:00,438.99
2/28/2012 16:00:00,437.8
2/29/2012 16:00:00,442.83
3/1/2012 16:00:00,446.93
3/2/2012 16:00:00,443.52
3/5/2012 16:00:00,438.23
3/6/2012 16:00:00,429.27
3/7/2012 16:00:00,427.15
3/8/2012 16:00:00,429.32
3/9/2012 16:00:00,425.15
3/12/2012 16:00:00,424.81
3/13/2012 16:00:00,425.94
3/14/2012 16:00:00,422.87
3/15/2012 16:00:00,419.28
3/16/2012 16:00:00,418.77
3/19/2012 16:00:00,416.89
3/20/2012 16:00:00,414.51
3/21/2012 16:00:00,416.21
3/22/2012 16:00:00,416.98
3/23/2012 16:00:00,413.31
3/26/2012 16:00:00,413.31
3/27/2012 16:00:00,416.3
3/28/2012 16:00:00,411.26
3/29/2012 16:00:00,404.35
3/30/2012 16:00:00,396.42
4/2/2012 16:00:00,398.63
4/3/2012 16:00:00,396.07
4/4/2012 16:00:00,392.92
4/5/2012 16:00:00,395.31
4/9/2012 16:00:00,395.14
4/10/2012 16:00:00,390.1
4/11/2012 16:00:00,392.66
4/12/2012 16:00:00,399.83
4/13/2012 16:00:00,396.16
4/16/2012 16:00:00,396.42
4/17/2012 16:00:00,397.87
4/18/2012 16:00:00,391.89
4/19/2012 16:00:00,395.39
4/20/2012 16:00:00,394.03
4/23/2012 16:00:00,391.04
4/24/2012 16:00:00,380.8
4/25/2012 16:00:00,383.19
4/26/2012 16:00:00,383.53
4/27/2012 16:00:00,385.15
4/30/2012 16:00:00,389.59
5/1/2012 16:00:00,387.46
5/2/2012 16:00:00,385.24
5/3/2012 16:00:00,395.48
5/4/2012 16:00:00,393.77
5/7/2012 16:00:00,398.57
5/8/2012 16:00:00,398.79
5/9/2012 16:00:00,402.71
5/10/2012 16:00:00,402.9
5/11/2012 16:00:00,401.71
5/14/2012 16:00:00,404.27
5/15/2012 16:00:00,405.2
5/16/2012 16:00:00,405.97
5/17/2012 16:00:00,409.73
5/18/2012 16:00:00,416.13
5/21/2012 16:00:00,412.29
5/22/2012 16:00:00,413.91
5/23/2012 16:00:00,407.85
5/24/2012 16:00:00,408.87
5/25/2012 16:00:00,406.48
5/29/2012 16:00:00,408.19
5/30/2012 16:00:00,402.47
5/31/2012 16:00:00,405.8
6/1/2012 16:00:00,408.19
6/4/2012 16:00:00,409.56
6/5/2012 16:00:00,406.23
6/6/2012 16:00:00,408.11
6/7/2012 16:00:00,410.41
6/8/2012 16:00:00,412.37
6/11/2012 16:00:00,410.67
6/12/2012 16:00:00,410.32
6/13/2012 16:00:00,401.96
6/14/2012 16:00:00,399.15
6/15/2012 16:00:00,398.12
6/18/2012 16:00:00,402.73
6/19/2012 16:00:00,402.13
6/20/2012 16:00:00,399.32
6/21/2012 16:00:00,397.18
6/22/2012 16:00:00,398.98
6/25/2012 16:00:00,395.9
6/26/2012 16:00:00,395.31
6/27/2012 16:00:00,402.22
6/28/2012 16:00:00,407.42
6/29/2012 16:00:00,411.09
7/2/2012 16:00:00,407.76
7/3/2012 16:00:00,407.76
7/4/2012 16:00:00,407.76
7/5/2012 16:00:00,406.91
7/6/2012 16:00:00,406.83
7/9/2012 16:00:00,411.83
7/10/2012 16:00:00,414.44
7/11/2012 16:00:00,413.53
7/12/2012 16:00:00,414.16
7/13/2012 16:00:00,414.5
7/16/2012 16:00:00,409.81
7/17/2012 16:00:00,409.3
7/18/2012 16:00:00,419.28
7/19/2012 16:00:00,422.95
7/20/2012 16:00:00,420.14
7/23/2012 16:00:00,421.84
7/24/2012 16:00:00,419.8
7/25/2012 16:00:00,418.94
7/26/2012 16:00:00,419.37
7/27/2012 16:00:00,427.56
7/30/2012 16:00:00,429.01
7/31/2012 16:00:00,424.57
8/1/2012 16:00:00,423.21
8/2/2012 16:00:00,427.82
8/3/2012 16:00:00,424.49
8/6/2012 16:00:00,424.66
8/7/2012 16:00:00,427.47
8/8/2012 16:00:00,429.18
8/9/2012 16:00:00,429.52
8/10/2012 16:00:00,428.41
8/13/2012 16:00:00,432.76
8/14/2012 16:00:00,433.19
8/15/2012 16:00:00,432.08
8/16/2012 16:00:00,427.3
8/17/2012 16:00:00,427.56
8/20/2012 16:00:00,428.33
8/21/2012 16:00:00,425
8/22/2012 16:00:00,424.32
8/23/2012 16:00:00,426.11
8/24/2012 16:00:00,424.74
8/27/2012 16:00:00,421.25
8/28/2012 16:00:00,423.38
8/29/2012 16:00:00,429.1
8/30/2012 16:00:00,430.2
8/31/2012 16:00:00,430.12
9/3/2012 16:00:00,430.12
9/4/2012 16:00:00,431.06
9/5/2012 16:00:00,430.38
9/6/2012 16:00:00,430.55
9/7/2012 16:00:00,431.66
9/10/2012 16:00:00,433.63
9/11/2012 16:00:00,439.69
9/12/2012 16:00:00,445.6
9/13/2012 16:00:00,443.94
9/14/2012 16:00:00,443.43
9/17/2012 16:00:00,438.57
9/18/2012 16:00:00,439.25
9/19/2012 16:00:00,440.19
9/20/2012 16:00:00,437.97
9/21/2012 16:00:00,438.48
9/24/2012 16:00:00,438.4
9/25/2012 16:00:00,429.01
9/26/2012 16:00:00,426.54
9/27/2012 16:00:00,426.28
9/28/2012 16:00:00,425.6
10/1/2012 16:00:00,429.69
10/2/2012 16:00:00,431.83
10/3/2012 16:00:00,429.18
10/4/2012 16:00:00,429.44
10/5/2012 16:00:00,430.72
10/8/2012 16:00:00,431.66
10/9/2012 16:00:00,432.42
10/10/2012 16:00:00,432.68
10/11/2012 16:00:00,430.12
10/12/2012 16:00:00,428.33
10/15/2012 16:00:00,430.63
10/16/2012 16:00:00,432.68
10/17/2012 16:00:00,436.18
10/18/2012 16:00:00,436.09
10/19/2012 16:00:00,434.39
10/22/2012 16:00:00,434.39
10/23/2012 16:00:00,433.87
10/24/2012 16:00:00,433.7
10/25/2012 16:00:00,429.18
10/26/2012 16:00:00,427.47
10/29/2012 16:00:00,427.13
10/30/2012 16:00:00,430.2
10/31/2012 16:00:00,429.78
11/1/2012 16:00:00,427.73
11/2/2012 16:00:00,428.07
11/5/2012 16:00:00,427.9
11/6/2012 16:00:00,431.26
11/7/2012 16:00:00,431.66
11/8/2012 16:00:00,435.97
11/9/2012 16:00:00,436.55
11/12/2012 16:00:00,441.13
11/13/2012 16:00:00,442.41
11/14/2012 16:00:00,440.1
11/15/2012 16:00:00,441.64
11/16/2012 16:00:00,443.77
11/19/2012 16:00:00,443.69
11/20/2012 16:00:00,444.45
11/21/2012 16:00:00,449.23
11/23/2012 16:00:00,452.99
11/26/2012 16:00:00,451.88
11/27/2012 16:00:00,451.62
11/28/2012 16:00:00,449.23
11/29/2012 16:00:00,450.85
11/30/2012 16:00:00,445.05
12/3/2012 16:00:00,446.5
12/4/2012 16:00:00,444.37
12/5/2012 16:00:00,445.73
12/6/2012 16:00:00,445.82
12/7/2012 16:00:00,445.05
12/10/2012 16:00:00,444.45
12/11/2012 16:00:00,450.34
12/12/2012 16:00:00,450.34
12/13/2012 16:00:00,448.38
12/14/2012 16:00:00,452.56
12/17/2012 16:00:00,457.17
12/18/2012 16:00:00,454.78
12/19/2012 16:00:00,458.28
12/20/2012 16:00:00,454.27
12/21/2012 16:00:00,455.89
12/24/2012 16:00:00,454.69
12/26/2012 16:00:00,456.57
12/27/2012 16:00:00,454.1
12/28/2012 16:00:00,455.89
12/31/2012 16:00:00,451.54
1/1/2013 16:00:00,451.54
1/2/2013 16:00:00,452.39
1/3/2013 16:00:00,456.74
1/4/2013 16:00:00,453.75
1/7/2013 16:00:00,455.6
1/8/2013 16:00:00,457.37
1/9/2013 16:00:00,456.52
1/10/2013 16:00:00,457.46
1/11/2013 16:00:00,456.52
1/14/2013 16:00:00,459.04
1/15/2013 16:00:00,458.53
1/16/2013 16:00:00,452.99
1/17/2013 16:00:00,446.42
1/18/2013 16:00:00,443.09
1/21/2013 16:00:00,443.09
1/22/2013 16:00:00,444.97
1/23/2013 16:00:00,445.31
1/24/2013 16:00:00,444.88
1/25/2013 16:00:00,446.25
1/28/2013 16:00:00,455.29
1/29/2013 16:00:00,453.84
1/30/2013 16:00:00,453.67
1/31/2013 16:00:00,453.24
2/1/2013 16:00:00,451.11
2/4/2013 16:00:00,451.45
2/5/2013 16:00:00,451.54
2/6/2013 16:00:00,448.63
2/7/2013 16:00:00,448.89
2/8/2013 16:00:00,444.11
2/11/2013 16:00:00,444.88
2/12/2013 16:00:00,443.52
2/13/2013 16:00:00,441.64
2/14/2013 16:00:00,442.92
2/15/2013 16:00:00,445.22
2/19/2013 16:00:00,442.15
2/20/2013 16:00:00,437.63
2/21/2013 16:00:00,436.26
2/22/2013 16:00:00,437.63
2/25/2013 16:00:00,438.31
2/26/2013 16:00:00,441.3
2/27/2013 16:00:00,443.26
2/28/2013 16:00:00,443.17
3/1/2013 16:00:00,443.52
3/4/2013 16:00:00,445.31
3/5/2013 16:00:00,442.41
3/6/2013 16:00:00,439.59
3/7/2013 16:00:00,435.26
3/8/2013 16:00:00,429.62
3/11/2013 16:00:00,427.66
3/12/2013 16:00:00,426.08
3/13/2013 16:00:00,421.33
3/14/2013 16:00:00,420.31
3/15/2013 16:00:00,413.99
3/18/2013 16:00:00,414.25
3/19/2013 16:00:00,412.88
3/20/2013 16:00:00,416.04
3/21/2013 16:00:00,416.38
3/22/2013 16:00:00,413.57
3/25/2013 16:00:00,414.59
3/26/2013 16:00:00,413.48
3/27/2013 16:00:00,419.71
3/28/2013 16:00:00,424.49
4/1/2013 16:00:00,423.55
4/2/2013 16:00:00,419.2
4/3/2013 16:00:00,420.48
4/4/2013 16:00:00,417.58
4/5/2013 16:00:00,414.68
4/8/2013 16:00:00,416.47
